Year,Brand,Model,kms_droved,Fuel_type,vehicle_type,No.Of_Owners,Price
2015,Hyundai,Grand,"35,822",Petrol,Manual,1st Owner,"₹5,06,000"
2020,Honda,Amaze,"31,227",Petrol,Manual,2nd Owner,"₹6,85,000"
2020,Mahindra,XUV,"33,215",Diesel,Manual,2nd Owner,
2019,Hyundai,Grand,"32,280",Petrol,Manual,1st Owner,"₹6,00,000"
2016,Hyundai,Elite,"71,333",Petrol,Manual,1st Owner,"₹6,50,000"
2014,Honda,City,"92,319",Diesel,Manual,2nd Owner,"₹6,37,000"
2013,Hyundai,Grand,"78,896",Diesel,Manual,1st Owner,"₹4,38,000"
2017,Honda,BR-V,"55,514",Petrol,Automatic,2nd Owner,
2015,Renault,Pulse,"72,669",Diesel,Manual,1st Owner,"₹3,65,000"
2016,Hyundai,Grand,"35,956",Petrol,Manual,1st Owner,"₹5,31,000"
2020,Maruti,Baleno,"20,605",Petrol,Manual,1st Owner,
2022,Maruti,Vitara,"2,493",Petrol,Manual,1st Owner,
2019,Honda,WR-V,"17,934",Petrol,Manual,1st Owner,
2019,Hyundai,Creta,"28,222",Petrol,Automatic,1st Owner,
2019,Hyundai,Elite,"11,419",Petrol,Automatic,1st Owner,
2019,Tata,NEXON,"22,997",Petrol,Manual,1st Owner,
2019,Hyundai,Creta,"9,799",Petrol,Automatic,1st Owner,
2012,Honda,City,"90,334",Petrol,Manual,1st Owner,"₹5,13,000"
2016,Maruti,Ciaz,"95,153",Diesel,Manual,1st Owner,"₹7,51,000"
2020,KIA,SELTOS,"14,326",Petrol,Manual,1st Owner,
2018,Honda,Jazz,"51,604",Petrol,Manual,1st Owner,"₹7,70,000"
2018,Volkswagen,Vento,"77,063",Diesel,Manual,1st Owner,
2013,Maruti,Wagon,"19,655",Petrol,Manual,1st Owner,"₹3,78,000"
2016,Renault,Duster,"51,296",Petrol,Manual,2nd Owner,"₹7,23,000"
2016,Mahindra,XUV500,"52,614",Diesel,Automatic,2nd Owner,
2022,Renault,Kwid,"5,287",Petrol,Manual,1st Owner,"₹5,20,000"
2014,Hyundai,Grand,"47,307",Petrol,Manual,2nd Owner,"₹4,56,000"
2016,Maruti,Swift,"17,094",Petrol,Manual,2nd Owner,"₹6,18,000"
2017,Honda,City,"51,575",Petrol,Manual,2nd Owner,
2018,Maruti,Vitara,"21,648",Diesel,Automatic,1st Owner,
2014,Hyundai,Elite,"83,230",Diesel,Manual,1st Owner,"₹6,24,000"
2019,Hyundai,NEW,"40,607",Petrol,Manual,1st Owner,"₹5,01,000"
2018,Renault,Kwid,"23,640",Petrol,Automatic,1st Owner,"₹4,84,000"
2015,Hyundai,Grand,"48,422",Petrol,Manual,1st Owner,"₹5,34,000"
2021,Tata,NEXON,"4,979",Petrol,Automatic,1st Owner,
2022,MG,ASTOR,"3,715",Petrol,,1st Owner,
2018,Hyundai,Creta,"70,457",Diesel,Manual,1st Owner,
2018,Renault,Duster,"71,924",Petrol,Automatic,1st Owner,
2017,Hyundai,i20,"64,092",Petrol,Manual,2nd Owner,"₹6,72,000"
2018,Maruti,Swift,"27,693",Petrol,Manual,1st Owner,"₹7,07,000"
2014,Hyundai,i10,"49,691",Petrol,Manual,2nd Owner,"₹3,77,000"
2016,Hyundai,Grand,"63,110",Petrol,Manual,1st Owner,"₹5,11,000"
2016,Maruti,Baleno,"24,043",Petrol,Automatic,1st Owner,"₹6,87,000"
2017,Maruti,Vitara,"72,969",Diesel,Manual,2nd Owner,
2016,Hyundai,i10,"39,033",Petrol,Manual,1st Owner,"₹4,45,000"
2018,Maruti,Ciaz,"26,922",Petrol,Manual,1st Owner,
2018,Maruti,Celerio,"17,403",Petrol,Automatic,1st Owner,"₹5,78,000"
2015,Maruti,Ciaz,"85,039",Petrol,Manual,1st Owner,"₹6,28,000"
2020,Skoda,Rapid,"11,599",Petrol,Manual,1st Owner,
2020,Honda,Amaze,"14,709",Petrol,Automatic,1st Owner,
2015,Hyundai,Grand,"40,426",Petrol,Manual,1st Owner,"₹4,85,000"
2015,Hyundai,Elite,"62,303",Diesel,Manual,1st Owner,"₹6,81,200"
2018,Hyundai,Elite,"49,260",Petrol,Manual,1st Owner,"₹7,46,000"
2020,Tata,ALTROZ,"14,606",Petrol,Manual,1st Owner,
2011,Maruti,Ritz,"61,694",Diesel,Manual,1st Owner,"₹4,04,000"
2016,Honda,City,"65,928",Petrol,Manual,1st Owner,"₹6,95,000"
2017,Honda,Jazz,"65,244",Petrol,Manual,2nd Owner,"₹6,29,000"
2015,Honda,City,"55,310",Petrol,Manual,1st Owner,"₹7,71,000"
2021,Renault,Kiger,"10,883",Petrol,,1st Owner,
2021,Renault,Kiger,"11,354",Petrol,,1st Owner,
2014,Ford,Ecosport,"66,478",Petrol,Automatic,1st Owner,"₹6,88,000"
2014,Hyundai,Grand,"38,006",Petrol,Manual,2nd Owner,"₹4,74,000"
2013,Maruti,Alto,"80,665",Petrol,Manual,3rd Owner,"₹2,45,000"
2018,Tata,Hexa,"41,287",Diesel,Automatic,3rd Owner,
2014,Honda,City,"99,970",Petrol,Manual,1st Owner,"₹5,64,000"
2011,Hyundai,i10,"34,197",Petrol,Manual,1st Owner,"₹3,25,000"
2021,Renault,Kiger,"21,556",Petrol,,2nd Owner,
2020,KIA,SONET,"14,752",Petrol,Automatic,1st Owner,
2017,Hyundai,Elite,"37,627",Petrol,Manual,1st Owner,"₹7,50,000"
2021,Renault,Kiger,"16,203",Petrol,,1st Owner,
2017,Maruti,IGNIS,"61,661",Petrol,Automatic,1st Owner,"₹6,25,000"
2019,Hyundai,Elite,"33,895",Petrol,Manual,1st Owner,"₹7,58,000"
2012,Honda,City,"72,199",Petrol,Manual,1st Owner,"₹5,31,000"
2019,Hyundai,Elite,"9,925",Petrol,Manual,1st Owner,
2016,Hyundai,Elite,"36,051",Petrol,Manual,1st Owner,"₹6,95,000"
2017,Maruti,Swift,"24,858",Petrol,Manual,1st Owner,"₹6,26,000"
2017,Hyundai,Grand,"26,245",Petrol,Manual,1st Owner,"₹5,55,000"
2020,KIA,SELTOS,"2,870",Petrol,Manual,1st Owner,
2018,Ford,Ecosport,"17,012",Petrol,Automatic,1st Owner,
2014,Renault,Pulse,"63,610",Diesel,Manual,1st Owner,"₹3,76,000"
2014,Hyundai,Grand,"78,381",Petrol,Manual,2nd Owner,"₹4,42,000"
2016,Hyundai,i20,"92,763",Petrol,Manual,2nd Owner,"₹6,75,000"
2018,Maruti,IGNIS,"43,573",Petrol,Automatic,1st Owner,"₹7,31,000"
2018,Hyundai,Verna,"74,975",Petrol,Automatic,1st Owner,
2019,Hyundai,Elite,"23,982",Petrol,Manual,1st Owner,
2019,Mahindra,KUV,"12,337",Petrol,Manual,2nd Owner,"₹6,14,000"
2016,Ford,Ecosport,"12,428",Petrol,Automatic,1st Owner,"₹7,90,000"
2018,Ford,Ecosport,"24,659",Petrol,Manual,2nd Owner,
2018,Renault,Kwid,"25,949",Petrol,Automatic,1st Owner,"₹4,73,000"
2018,Volkswagen,Vento,"56,169",Petrol,Automatic,1st Owner,
2022,Hyundai,GRAND,"28,712",Petrol,Manual,1st Owner,"₹6,99,000"
2018,Maruti,Swift,"55,799",Diesel,Automatic,1st Owner,"₹7,98,000"
2016,Hyundai,Eon,"22,779",Petrol,Manual,2nd Owner,"₹3,45,000"
2012,Maruti,Alto,"14,862",Petrol,Manual,1st Owner,"₹2,82,000"
2019,Hyundai,Elite,"22,169",Petrol,Manual,1st Owner,
2018,Maruti,Vitara,"50,791",Diesel,Automatic,1st Owner,
2010,Hyundai,i10,"63,059",Petrol,Manual,2nd Owner,"₹3,14,000"
2015,Hyundai,Grand,"13,383",Petrol,Manual,2nd Owner,"₹4,80,000"
2018,Mahindra,XUV500,"43,514",Diesel,Automatic,2nd Owner,
2021,Maruti,Vitara,"11,958",Petrol,Manual,1st Owner,
2019,Hyundai,Grand,"13,705",Petrol,Automatic,1st Owner,"₹7,16,000"
2017,Hyundai,Creta,"54,879",Petrol,Manual,1st Owner,
2020,Hyundai,VENUE,"8,919",Petrol,Manual,1st Owner,
2013,Honda,Brio,"75,099",Petrol,Manual,2nd Owner,"₹3,47,000"
2017,Hyundai,Elite,"54,982",Petrol,Manual,2nd Owner,"₹6,75,000"
2018,Maruti,Eeco,"56,334",Petrol,Manual,1st Owner,"₹4,64,000"
2021,Hyundai,VENUE,"15,416",Petrol,Manual,1st Owner,
2016,Maruti,Wagon,"24,036",Petrol,Manual,2nd Owner,"₹4,51,000"
2014,Maruti,Alto,"42,488",Petrol,Manual,2nd Owner,"₹2,76,000"
2018,Hyundai,Creta,"23,349",Petrol,Manual,1st Owner,
2021,MG,ASTOR,"8,288",Petrol,,1st Owner,
2014,Hyundai,Grand,"68,443",Petrol,Manual,1st Owner,"₹4,57,000"
2016,Hyundai,Grand,"59,466",Petrol,Manual,1st Owner,"₹4,88,000"
2014,Hyundai,Grand,"87,527",Petrol,Manual,1st Owner,"₹4,52,000"
2021,Renault,Kwid,"21,326",Petrol,Manual,1st Owner,"₹5,53,000"
2020,Maruti,Ciaz,"68,788",Petrol,Manual,1st Owner,
2011,Hyundai,Santro,"62,166",Petrol,Manual,2nd Owner,"₹2,98,000"
2016,Hyundai,Elite,"62,705",Petrol,Manual,1st Owner,"₹6,75,000"
2014,Ford,Ecosport,"75,161",Diesel,Manual,2nd Owner,"₹6,26,000"
2021,Maruti,Vitara,"11,384",Petrol,Manual,1st Owner,
2019,Hyundai,Grand,"3,270",Petrol,Manual,1st Owner,"₹6,56,000"
2020,Maruti,Ciaz,"39,786",Petrol,Manual,1st Owner,
2021,Renault,Kiger,"14,561",Petrol,,1st Owner,
2014,Maruti,Wagon,"18,671",Petrol,Manual,1st Owner,"₹4,30,000"
2018,Tata,Tiago,"90,875",Petrol,Manual,1st Owner,"₹5,34,000"
2016,Hyundai,Creta,"30,180",Petrol,Manual,1st Owner,
2022,Maruti,S,"6,028",Petrol,Manual,1st Owner,"₹5,95,000"
2018,Ford,Ecosport,"69,874",Diesel,Manual,2nd Owner,
2020,Hyundai,VENUE,"11,283",Petrol,Manual,1st Owner,
2016,Hyundai,i20,"12,448",Petrol,Manual,1st Owner,"₹7,48,000"
2011,Hyundai,i10,"49,680",Petrol,Manual,2nd Owner,"₹3,22,000"
2016,Maruti,Alto,"25,994",Petrol,Manual,2nd Owner,"₹3,30,000"
2020,Renault,Kwid,"13,934",Petrol,Manual,1st Owner,"₹5,52,000"
2017,Hyundai,Elite,"38,387",Petrol,Manual,1st Owner,"₹7,38,000"
2020,Tata,NEXON,"22,629",Petrol,Manual,1st Owner,
2018,Hyundai,Elite,"32,270",Petrol,Manual,1st Owner,"₹7,21,000"
2021,Hyundai,VENUE,"16,683",Petrol,Manual,1st Owner,
2016,Ford,Ecosport,"73,490",Petrol,Automatic,1st Owner,"₹7,59,000"
2016,Hyundai,Grand,"33,377",Petrol,Automatic,2nd Owner,"₹5,90,000"
2019,Ford,FREESTYLE,"32,195",Diesel,Manual,2nd Owner,"₹7,45,000"
2019,Renault,Duster,"36,763",Petrol,Automatic,1st Owner,
2018,Honda,Jazz,"64,886",Petrol,Manual,1st Owner,"₹7,09,000"
2022,Maruti,S,"2,435",Petrol,Manual,1st Owner,"₹6,03,000"
2016,Maruti,Swift,"36,952",Petrol,Manual,1st Owner,"₹5,82,000"
2018,Renault,Kwid,"9,989",Petrol,Automatic,2nd Owner,"₹4,77,000"
2016,Renault,Duster,"73,103",Diesel,Manual,1st Owner,
2018,Mahindra,XUV500,"51,855",Diesel,Automatic,1st Owner,
2018,Hyundai,Creta,"25,391",Petrol,Manual,2nd Owner,
2018,Ford,Ecosport,"9,024",Petrol,Manual,2nd Owner,
2011,Hyundai,i10,"45,865",Petrol,Manual,1st Owner,"₹3,32,000"
2021,Hyundai,VENUE,"46,658",Petrol,Manual,1st Owner,
2013,Hyundai,Grand,"46,745",Petrol,Manual,2nd Owner,"₹4,14,000"
2016,Hyundai,Verna,"85,858",Petrol,Manual,1st Owner,"₹7,58,000"
2020,Hyundai,GRAND,"10,689",Petrol,Manual,1st Owner,"₹7,12,000"
2018,Hyundai,NEW,"37,975",Petrol,Manual,1st Owner,"₹5,19,000"
2018,Ford,FREESTYLE,"10,301",Petrol,Manual,1st Owner,"₹7,11,000"
2018,Maruti,Wagon,"39,382",Petrol,Manual,1st Owner,"₹4,87,000"
2020,Hyundai,GRAND,"23,530",Petrol,Manual,1st Owner,"₹7,12,000"
2017,Maruti,Celerio,"20,485",Petrol,Manual,2nd Owner,"₹5,17,000"
2020,Hyundai,Creta,"48,886",Petrol,,1st Owner,
2018,Honda,WR-V,"23,453",Petrol,Manual,1st Owner,
2019,Hyundai,Grand,"7,068",Petrol,Manual,1st Owner,"₹6,56,000"
2013,Maruti,Alto,"53,518",Petrol,Manual,2nd Owner,"₹2,64,000"
2016,Hyundai,Elite,"69,408",Diesel,Manual,1st Owner,"₹7,66,000"
2021,Skoda,KUSHAQ,"17,466",Petrol,,1st Owner,
2016,Hyundai,Grand,"29,731",Petrol,Manual,1st Owner,"₹6,12,000"
2021,Renault,Kiger,"12,233",Petrol,Manual,1st Owner,
2013,Maruti,Wagon,"31,308",Petrol,Manual,1st Owner,"₹3,86,000"
2014,Hyundai,Grand,"48,193",Petrol,Manual,2nd Owner,"₹4,59,000"
2019,Hyundai,Elite,"22,247",Petrol,Manual,1st Owner,"₹7,89,000"
2015,Hyundai,Elite,"71,735",Petrol,Manual,2nd Owner,"₹5,86,000"
2016,Honda,City,"63,495",Petrol,Automatic,1st Owner,
2018,Honda,WR-V,"21,764",Petrol,Manual,1st Owner,
2021,Renault,Kiger,"5,253",Petrol,Manual,1st Owner,
2016,Maruti,Ciaz,"43,249",Petrol,Manual,2nd Owner,"₹6,29,000"
2018,Hyundai,Creta,"54,465",Diesel,Manual,2nd Owner,
2017,Maruti,Dzire,"28,320",Petrol,Automatic,1st Owner,"₹6,50,000"
2017,Maruti,Swift,"56,513",Petrol,Manual,1st Owner,"₹6,10,000"
2016,Maruti,Swift,"50,581",Petrol,Manual,1st Owner,"₹6,34,000"
2016,Hyundai,Elite,"26,387",Petrol,Manual,2nd Owner,"₹7,10,000"
2015,Maruti,Ciaz,"82,635",Petrol,Automatic,2nd Owner,"₹6,45,000"
2015,Hyundai,Verna,"93,990",Diesel,Automatic,2nd Owner,"₹7,39,000"
2015,Honda,City,"47,190",Petrol,Manual,1st Owner,
2014,Hyundai,Eon,"68,687",Petrol,Manual,2nd Owner,"₹3,09,000"
2019,Hyundai,Elite,"26,605",Petrol,Manual,2nd Owner,
2019,Hyundai,Verna,"5,038",Petrol,Automatic,1st Owner,
2021,Hyundai,NEW,"28,579",Petrol,Manual,1st Owner,"₹5,23,000"
2015,Hyundai,Grand,"31,080",Petrol,Manual,2nd Owner,"₹4,78,000"
2019,Ford,Ecosport,"43,648",Diesel,Manual,1st Owner,
2015,Toyota,Corolla,"97,949",Petrol,Automatic,2nd Owner,
2011,Hyundai,Santro,"70,264",Petrol,Manual,1st Owner,"₹2,95,000"
2020,Ford,FREESTYLE,"13,606",Petrol,Manual,1st Owner,"₹7,88,000"
2020,Hyundai,Elite,"9,221",Petrol,Automatic,1st Owner,
2017,Maruti,Swift,"53,547",Petrol,Manual,1st Owner,"₹6,06,000"
2013,Maruti,Swift,"49,180",Petrol,Manual,1st Owner,"₹5,01,000"
2017,Maruti,Swift,"32,918",Petrol,Manual,1st Owner,"₹6,68,000"
2020,Hyundai,GRAND,"17,706",Petrol,Manual,1st Owner,"₹7,12,000"
2012,Hyundai,Eon,"76,200",Petrol,Manual,2nd Owner,"₹2,71,000"
2019,Renault,Kwid,"19,277",Petrol,Manual,1st Owner,"₹4,55,000"
2019,Renault,Duster,"17,420",Diesel,Manual,1st Owner,
2018,Hyundai,Elite,"53,777",Petrol,Manual,1st Owner,"₹7,96,000"
2021,Hyundai,VENUE,"7,911",Petrol,Manual,1st Owner,
2019,Ford,FREESTYLE,"32,105",Petrol,Manual,1st Owner,"₹6,94,000"
2020,KIA,SELTOS,"44,264",Diesel,Automatic,1st Owner,
2018,Mahindra,XUV500,"42,874",Diesel,Manual,2nd Owner,
2019,Hyundai,Verna,"74,884",Diesel,Manual,1st Owner,
2020,Hyundai,Elite,"8,850",Petrol,Manual,1st Owner,
2020,Hyundai,GRAND,"16,843",Petrol,Manual,1st Owner,"₹7,16,000"
2020,KIA,SONET,"10,284",Petrol,Manual,2nd Owner,
2018,Hyundai,Verna,"37,843",Petrol,Manual,2nd Owner,
2020,Maruti,S,"13,577",Petrol,Automatic,1st Owner,"₹5,34,000"
2017,Ford,Ecosport,"36,651",Petrol,Automatic,2nd Owner,
2016,Renault,Duster,"42,039",Petrol,Manual,2nd Owner,"₹7,49,000"
2021,Renault,Kiger,"14,562",Petrol,,1st Owner,
2017,Hyundai,Elite,"43,682",Petrol,Manual,2nd Owner,"₹7,55,000"
2020,Maruti,Baleno,"52,944",Petrol,,1st Owner,
2019,Renault,Duster,"24,212",Petrol,Automatic,1st Owner,
2022,KIA,SELTOS,"11,913",Diesel,Manual,1st Owner,
2018,Maruti,Eeco,"35,663",Petrol,Manual,1st Owner,"₹4,58,000"
2019,Hyundai,Elite,"30,587",Petrol,Automatic,1st Owner,
2021,Mahindra,XUV,"13,426",Petrol,,2nd Owner,
2019,Mahindra,XUV500,"31,527",Diesel,Manual,1st Owner,
2019,Hyundai,Elite,"40,700",Petrol,Manual,1st Owner,"₹7,97,000"
2021,Mahindra,XUV,"12,830",Diesel,Manual,1st Owner,
2013,Hyundai,i10,"60,070",Petrol,Manual,2nd Owner,"₹3,55,000"
2019,Honda,City,"23,732",Petrol,Manual,1st Owner,
2019,Hyundai,Elite,"20,733",Petrol,Manual,1st Owner,
2017,Maruti,Dzire,"15,228",Petrol,Manual,1st Owner,"₹7,15,000"
2018,Maruti,Alto,"47,058",Petrol,Manual,1st Owner,"₹3,44,000"
2019,Tata,NEXON,"35,086",Diesel,Automatic,1st Owner,
2015,Maruti,Celerio,"79,424",Petrol,Automatic,1st Owner,"₹4,49,000"
2017,Mahindra,XUV500,"77,216",Diesel,Manual,1st Owner,
2015,Ford,Ecosport,"85,488",Diesel,Manual,1st Owner,"₹7,16,000"
2017,Hyundai,Grand,"35,883",Petrol,Manual,1st Owner,"₹5,92,000"
2021,Hyundai,NEW,"28,957",Petrol,Manual,1st Owner,"₹6,07,000"
2021,Renault,Kiger,"10,959",Petrol,Automatic,1st Owner,
2020,Hyundai,VENUE,"17,970",Petrol,Automatic,1st Owner,
2020,Hyundai,NEW,"3,916",Petrol,Manual,1st Owner,"₹5,89,000"
2020,Hyundai,VENUE,"21,885",Petrol,Manual,1st Owner,
2016,Volkswagen,Vento,"90,232",Diesel,Automatic,1st Owner,
2020,KIA,SELTOS,"59,609",Diesel,Automatic,1st Owner,
2020,Hyundai,GRAND,"19,201",Petrol,Manual,1st Owner,
2019,Ford,Ecosport,"43,987",Petrol,Manual,1st Owner,
2018,Hyundai,Elite,"72,385",Petrol,Manual,1st Owner,
2018,Maruti,Swift,"68,183",Petrol,Automatic,1st Owner,"₹7,40,000"
2019,Toyota,YARIS,"19,175",Petrol,Automatic,1st Owner,
2018,Honda,Jazz,"19,561",Petrol,Automatic,2nd Owner,"₹7,85,000"
2017,Skoda,Rapid,"62,967",Petrol,Manual,2nd Owner,
2015,Maruti,Ciaz,"75,597",Petrol,Automatic,2nd Owner,"₹7,05,000"
2019,Maruti,Swift,"21,659",Petrol,Automatic,2nd Owner,"₹7,34,000"
2015,Hyundai,Creta,"37,540",Diesel,Manual,2nd Owner,
2017,Honda,Jazz,"65,239",Petrol,Automatic,1st Owner,"₹7,36,000"
2020,Hyundai,VENUE,"14,867",Petrol,Automatic,1st Owner,
2011,Hyundai,i10,"30,224",Petrol,Manual,2nd Owner,"₹3,45,000"
2017,Maruti,Dzire,"67,710",Petrol,Manual,1st Owner,"₹6,41,000"
2017,Ford,Ecosport,"49,394",Diesel,Manual,1st Owner,
2021,Renault,Kiger,"17,485",Petrol,,1st Owner,
2014,Maruti,Alto,"55,760",Petrol,Manual,1st Owner,"₹3,01,000"
2021,KIA,SONET,"15,013",Petrol,Manual,2nd Owner,
2019,Toyota,YARIS,"39,870",Petrol,Manual,1st Owner,
2016,Ford,Ecosport,"74,511",Diesel,Manual,1st Owner,"₹7,10,000"
2020,Toyota,Glanza,"25,253",Petrol,Manual,1st Owner,
2010,Maruti,Wagon,"92,096",Petrol,Manual,2nd Owner,"₹3,12,000"
2018,Maruti,Dzire,"39,362",Petrol,Manual,1st Owner,"₹7,11,000"
2019,Honda,City,"43,762",Petrol,Automatic,1st Owner,
2019,Hyundai,NEW,"16,236",Petrol,Manual,1st Owner,"₹5,61,000"
2020,KIA,SELTOS,"13,425",Petrol,Manual,1st Owner,
2020,Maruti,S,"18,473",Petrol,Manual,1st Owner,"₹4,79,000"
2015,Maruti,Swift,"33,471",Petrol,Manual,1st Owner,"₹5,84,000"
2019,Hyundai,NEW,"9,508",Petrol,Manual,2nd Owner,"₹4,87,000"
2019,Hyundai,Elite,"10,165",Petrol,Manual,1st Owner,
2021,Tata,Tiago,"25,322",Petrol,,1st Owner,"₹7,79,000"
2019,Renault,Captur,"82,517",Diesel,Manual,1st Owner,
2018,Maruti,Swift,"57,342",Petrol,Automatic,1st Owner,"₹7,18,000"
2020,KIA,SONET,"19,859",Diesel,,1st Owner,
2017,Maruti,Alto,"18,143",Petrol,Manual,1st Owner,"₹3,63,000"
2017,Honda,Jazz,"37,702",Petrol,Automatic,1st Owner,"₹7,86,000"
2012,Hyundai,Eon,"29,673",Petrol,Manual,2nd Owner,"₹2,97,000"
2021,Tata,ALTROZ,"23,266",Diesel,Manual,1st Owner,
2021,Toyota,Glanza,"5,572",Petrol,Automatic,1st Owner,
2021,Maruti,Eeco,"18,955",Petrol,Manual,1st Owner,"₹5,40,000"
2018,Hyundai,Elite,"24,951",Petrol,Manual,2nd Owner,
2020,Maruti,Alto,"18,853",Petrol,Manual,2nd Owner,"₹4,14,000"
2018,Mahindra,XUV500,"29,370",Diesel,Manual,1st Owner,
2017,Maruti,Swift,"34,320",Petrol,Manual,2nd Owner,"₹6,26,000"
2021,Maruti,Dzire,"7,810",Petrol,Manual,1st Owner,"₹7,86,000"
2017,Maruti,Celerio,"55,406",Petrol,Automatic,1st Owner,"₹4,83,000"
2019,KIA,SELTOS,"23,076",Petrol,Manual,1st Owner,
2021,Maruti,Vitara,"28,629",Petrol,Manual,1st Owner,
2022,Maruti,S,"19,194",Petrol,Manual,1st Owner,"₹5,73,000"
2017,Renault,Duster,"48,997",Diesel,Manual,1st Owner,
2016,Hyundai,Elite,"90,751",Petrol,Manual,2nd Owner,"₹6,36,000"
2021,Hyundai,NEW,"12,947",Petrol,Manual,1st Owner,"₹5,84,000"
2018,Hyundai,Elite,"34,841",Petrol,Manual,1st Owner,"₹7,31,000"
2018,Hyundai,Creta,"19,360",Petrol,Manual,1st Owner,
2022,Hyundai,NEW,415,Petrol,Manual,1st Owner,"₹6,33,000"
2017,Maruti,Alto,"50,374",Petrol,Manual,1st Owner,"₹3,54,000"
2021,KIA,SELTOS,"4,834",Petrol,Manual,1st Owner,
2021,Toyota,YARIS,"13,878",Petrol,Manual,2nd Owner,
2018,Toyota,YARIS,"54,366",Petrol,Automatic,1st Owner,
2020,Toyota,YARIS,"23,594",Petrol,Automatic,1st Owner,
2021,Maruti,Alto,"21,219",Petrol,Manual,1st Owner,"₹4,33,000"
2018,Ford,Ecosport,"38,402",Diesel,Manual,1st Owner,
2019,Hyundai,Verna,"44,489",Petrol,Automatic,1st Owner,
2011,Honda,Civic,"25,991",Petrol,Manual,1st Owner,"₹5,20,000"
2012,Ford,Figo,"82,296",Diesel,Manual,1st Owner,"₹2,97,000"
2020,Renault,TRIBER,"21,695",Petrol,Manual,1st Owner,"₹6,76,000"
2011,Maruti,Alto,"72,798",Petrol,Manual,1st Owner,"₹2,37,000"
2018,Volkswagen,Polo,"35,625",Petrol,Manual,1st Owner,"₹5,75,000"
2016,Renault,Kwid,"40,175",Petrol,Manual,1st Owner,"₹3,31,000"
2010,Hyundai,i20,"75,695",Petrol,Manual,1st Owner,"₹3,24,000"
2011,Hyundai,i10,"65,732",Petrol,Manual,1st Owner,"₹2,89,000"
2021,MG,HECTOR,"25,493",Diesel,,1st Owner,
2011,Hyundai,i20,"65,477",Petrol,Manual,3rd Owner,"₹3,24,000"
2016,Mahindra,XUV500,"51,926",Diesel,Automatic,2nd Owner,
2012,Honda,City,"60,020",Petrol,Manual,2nd Owner,"₹5,02,000"
2014,Nissan,Terrano,"76,646",Petrol,Manual,2nd Owner,"₹5,45,000"
2011,Volkswagen,Polo,"72,567",Petrol,Manual,1st Owner,"₹4,35,000"
2014,Mahindra,Scorpio,"79,924",Diesel,Manual,2nd Owner,
2014,Maruti,Swift,"98,003",Diesel,Manual,1st Owner,"₹5,69,000"
2016,Hyundai,Creta,"83,706",Petrol,Manual,2nd Owner,"₹7,99,000"
2012,Hyundai,i10,"43,411",Petrol,Manual,2nd Owner,"₹2,98,000"
2021,Tata,Harrier,"27,011",Diesel,Manual,1st Owner,
2010,Maruti,Swift,"70,169",Petrol,Manual,1st Owner,"₹3,47,000"
2017,Maruti,Eeco,"58,128",Petrol,Manual,1st Owner,"₹4,01,000"
2012,Maruti,Swift,"97,437",Diesel,Manual,1st Owner,"₹4,07,000"
2013,Maruti,Swift,"54,679",Diesel,Manual,1st Owner,"₹4,78,000"
2015,Toyota,Etios,"42,083",Petrol,Manual,2nd Owner,"₹5,01,000"
2019,Renault,Kwid,"20,968",Petrol,Manual,1st Owner,"₹4,07,000"
2012,Hyundai,Eon,"58,741",Petrol,Manual,1st Owner,"₹2,66,000"
2018,Renault,Kwid,"18,887",Petrol,Manual,2nd Owner,"₹3,74,000"
2018,Mahindra,XUV500,"75,889",Diesel,Automatic,2nd Owner,
2011,Hyundai,i10,"45,437",Petrol,Manual,1st Owner,"₹2,72,000"
2011,Maruti,Wagon,"28,971",Petrol,Manual,1st Owner,"₹2,72,000"
2019,Maruti,Ciaz,"61,867",Petrol,Manual,1st Owner,
2012,Hyundai,i10,"30,492",Petrol,Manual,1st Owner,"₹2,46,000"
2022,Skoda,KUSHAQ,"2,696",Petrol,,1st Owner,
2018,Datsun,Redi,"22,237",Petrol,Manual,1st Owner,"₹2,77,000"
2013,Honda,Amaze,"58,239",Petrol,Manual,1st Owner,"₹3,67,000"
2012,Maruti,A,"74,026",Petrol,Manual,2nd Owner,"₹2,62,000"
2011,Hyundai,i10,"72,404",Petrol,Manual,1st Owner,"₹2,83,000"
2018,Datsun,Redi,"33,552",Petrol,Manual,1st Owner,"₹2,73,000"
2014,Honda,Amaze,"27,324",Petrol,Manual,1st Owner,"₹4,31,000"
2022,Renault,Kiger,"2,404",Petrol,,1st Owner,
2013,Jaguar,XF,"29,159",Diesel,Automatic,2nd Owner,
2015,Maruti,Wagon,"70,404",Petrol,Manual,2nd Owner,"₹2,90,000"
2015,Maruti,Alto,"28,273",Petrol,Manual,1st Owner,"₹2,96,000"
2011,Maruti,Wagon,"41,881",Petrol,Manual,1st Owner,"₹2,52,000"
2019,Honda,Amaze,"28,171",Petrol,Manual,1st Owner,"₹6,02,000"
2021,Honda,City,"5,752",Petrol,Manual,1st Owner,
2019,Hyundai,Grand,"20,969",Petrol,Manual,1st Owner,"₹5,33,000"
2021,KIA,SONET,"7,115",Petrol,Automatic,1st Owner,
2019,Maruti,Swift,"14,097",Petrol,Manual,1st Owner,"₹5,41,000"
2021,Hyundai,AURA,"5,296",Petrol,Manual,1st Owner,"₹6,62,000"
2017,Maruti,Baleno,"26,452",Petrol,Manual,2nd Owner,"₹4,73,000"
